,country,year,sex,age,count of suicides,population,suicide rate, gdp_for_year ($) ,gdp_per_capita ($),generation,GDP,suicide level,Total_suicide_count
10298,Greece,2008,male,75+ years,55,415580,13.23,"354,460,802,549",33168,Silent,Low GDP,Low,12368
10299,Greece,2008,male,35-54 years,115,1650138,6.97,"354,460,802,549",33168,Boomers,Low GDP,Low,12368
10300,Greece,2008,male,55-74 years,71,1154680,6.15,"354,460,802,549",33168,Silent,Low GDP,Low,12368
10301,Greece,2008,male,25-34 years,52,874575,5.95,"354,460,802,549",33168,Generation X,Low GDP,Low,12368
10302,Greece,2008,male,15-24 years,15,642167,2.34,"354,460,802,549",33168,Millenials,Low GDP,Low,12368
10303,Greece,2008,female,35-54 years,35,1634510,2.14,"354,460,802,549",33168,Boomers,Low GDP,Low,12368
10304,Greece,2008,female,75+ years,8,546431,1.46,"354,460,802,549",33168,Silent,Low GDP,Low,12368
10305,Greece,2008,female,55-74 years,14,1307510,1.07,"354,460,802,549",33168,Silent,Low GDP,Low,12368
10306,Greece,2008,female,25-34 years,8,809164,0.99,"354,460,802,549",33168,Generation X,Low GDP,Low,12368
10307,Greece,2008,female,15-24 years,0,595248,0.0,"354,460,802,549",33168,Millenials,Low GDP,Low,12368
10308,Greece,2008,female,5-14 years,0,512841,0.0,"354,460,802,549",33168,Generation Z,Low GDP,Low,12368
10309,Greece,2008,male,5-14 years,0,543879,0.0,"354,460,802,549",33168,Generation Z,Low GDP,Low,12368
10310,Greece,2009,male,75+ years,49,434778,11.27,"330,000,252,153",30785,Silent,Low GDP,Low,12368
10311,Greece,2009,male,35-54 years,130,1670385,7.78,"330,000,252,153",30785,Boomers,Low GDP,Low,12368
10312,Greece,2009,male,55-74 years,81,1157880,7.0,"330,000,252,153",30785,Silent,Low GDP,Low,12368
10313,Greece,2009,male,25-34 years,56,863841,6.48,"330,000,252,153",30785,Generation X,Low GDP,Low,12368
10314,Greece,2009,male,15-24 years,17,626013,2.72,"330,000,252,153",30785,Millenials,Low GDP,Low,12368
10315,Greece,2009,female,75+ years,9,574168,1.57,"330,000,252,153",30785,Silent,Low GDP,Low,12368
10316,Greece,2009,female,25-34 years,11,796656,1.38,"330,000,252,153",30785,Generation X,Low GDP,Low,12368
10317,Greece,2009,female,55-74 years,16,1307683,1.22,"330,000,252,153",30785,Silent,Low GDP,Low,12368
10318,Greece,2009,female,35-54 years,20,1650941,1.21,"330,000,252,153",30785,Boomers,Low GDP,Low,12368
10319,Greece,2009,female,15-24 years,2,581847,0.34,"330,000,252,153",30785,Millenials,Low GDP,Low,12368
10320,Greece,2009,female,5-14 years,0,512001,0.0,"330,000,252,153",30785,Generation Z,Low GDP,Low,12368
10321,Greece,2009,male,5-14 years,0,543425,0.0,"330,000,252,153",30785,Generation Z,Low GDP,Low,12368
10322,Greece,2010,male,75+ years,55,453020,12.14,"299,361,576,558",27886,Silent,Low GDP,Low,12368
10323,Greece,2010,male,35-54 years,128,1685691,7.59,"299,361,576,558",27886,Generation X,Low GDP,Low,12368
10324,Greece,2010,male,55-74 years,85,1164937,7.3,"299,361,576,558",27886,Silent,Low GDP,Low,12368
10325,Greece,2010,male,25-34 years,53,845373,6.27,"299,361,576,558",27886,Generation X,Low GDP,Low,12368
10326,Greece,2010,male,15-24 years,15,612178,2.45,"299,361,576,558",27886,Millenials,Low GDP,Low,12368
10327,Greece,2010,female,75+ years,6,599568,1.0,"299,361,576,558",27886,Silent,Low GDP,Low,12368
10328,Greece,2010,female,35-54 years,14,1661514,0.84,"299,361,576,558",27886,Generation X,Low GDP,Low,12368
10329,Greece,2010,female,55-74 years,11,1311605,0.84,"299,361,576,558",27886,Silent,Low GDP,Low,12368
10330,Greece,2010,female,25-34 years,6,777901,0.77,"299,361,576,558",27886,Generation X,Low GDP,Low,12368
10331,Greece,2010,female,15-24 years,4,570284,0.7,"299,361,576,558",27886,Millenials,Low GDP,Low,12368
10332,Greece,2010,female,5-14 years,0,510970,0.0,"299,361,576,558",27886,Generation Z,Low GDP,Low,12368
10333,Greece,2010,male,5-14 years,0,542343,0.0,"299,361,576,558",27886,Generation Z,Low GDP,Low,12368
10334,Greece,2011,male,75+ years,52,467986,11.11,"287,797,822,093",26825,Silent,Low GDP,Low,12368
10335,Greece,2011,male,55-74 years,110,1174903,9.36,"287,797,822,093",26825,Boomers,Low GDP,Low,12368
10336,Greece,2011,male,35-54 years,157,1695456,9.26,"287,797,822,093",26825,Generation X,Low GDP,Low,12368
10337,Greece,2011,male,25-34 years,54,820631,6.58,"287,797,822,093",26825,Millenials,Low GDP,Low,12368
10338,Greece,2011,male,15-24 years,20,598754,3.34,"287,797,822,093",26825,Millenials,Low GDP,Low,12368
10339,Greece,2011,female,75+ years,14,620354,2.26,"287,797,822,093",26825,Silent,Low GDP,Low,12368
10340,Greece,2011,female,15-24 years,11,559712,1.97,"287,797,822,093",26825,Millenials,Low GDP,Low,12368
10341,Greece,2011,female,25-34 years,14,755289,1.85,"287,797,822,093",26825,Millenials,Low GDP,Low,12368
10342,Greece,2011,female,35-54 years,29,1665130,1.74,"287,797,822,093",26825,Generation X,Low GDP,Low,12368
10343,Greece,2011,female,55-74 years,16,1316927,1.21,"287,797,822,093",26825,Boomers,Low GDP,Low,12368
10344,Greece,2011,female,5-14 years,0,510880,0.0,"287,797,822,093",26825,Generation Z,Low GDP,Low,12368
10345,Greece,2011,male,5-14 years,0,542702,0.0,"287,797,822,093",26825,Generation Z,Low GDP,Low,12368
10346,Greece,2012,male,75+ years,63,467292,13.48,"245,670,666,639",23309,Silent,Low GDP,Low,12368
10347,Greece,2012,male,35-54 years,167,1590800,10.5,"245,670,666,639",23309,Generation X,Low GDP,Low,12368
10348,Greece,2012,male,55-74 years,117,1145850,10.21,"245,670,666,639",23309,Boomers,Low GDP,Low,12368
10349,Greece,2012,male,25-34 years,46,790487,5.82,"245,670,666,639",23309,Millenials,Low GDP,Low,12368
10350,Greece,2012,male,15-24 years,24,605261,3.97,"245,670,666,639",23309,Millenials,Low GDP,Low,12368
10351,Greece,2012,female,75+ years,14,645352,2.17,"245,670,666,639",23309,Silent,Low GDP,Low,12368
10352,Greece,2012,female,55-74 years,26,1272278,2.04,"245,670,666,639",23309,Boomers,Low GDP,Low,12368
10353,Greece,2012,female,25-34 years,15,746111,2.01,"245,670,666,639",23309,Millenials,Low GDP,Low,12368
10354,Greece,2012,female,35-54 years,28,1626532,1.72,"245,670,666,639",23309,Generation X,Low GDP,Low,12368
10355,Greece,2012,female,15-24 years,7,576914,1.21,"245,670,666,639",23309,Millenials,Low GDP,Low,12368
10356,Greece,2012,female,5-14 years,1,524175,0.19,"245,670,666,639",23309,Generation Z,Low GDP,Low,12368
10357,Greece,2012,male,5-14 years,0,548750,0.0,"245,670,666,639",23309,Generation Z,Low GDP,Low,12368
10358,Greece,2013,male,55-74 years,141,1144571,12.32,"239,862,011,450",22994,Boomers,Low GDP,Low,12368
10359,Greece,2013,male,75+ years,52,475655,10.93,"239,862,011,450",22994,Silent,Low GDP,Low,12368
10360,Greece,2013,male,35-54 years,152,1572683,9.67,"239,862,011,450",22994,Generation X,Low GDP,Low,12368
10361,Greece,2013,male,25-34 years,55,737922,7.45,"239,862,011,450",22994,Millenials,Low GDP,Low,12368
10362,Greece,2013,male,15-24 years,25,585990,4.27,"239,862,011,450",22994,Millenials,Low GDP,Low,12368
10363,Greece,2013,female,55-74 years,34,1270384,2.68,"239,862,011,450",22994,Boomers,Low GDP,Low,12368
10364,Greece,2013,female,25-34 years,19,716209,2.65,"239,862,011,450",22994,Millenials,Low GDP,Low,12368
10365,Greece,2013,female,35-54 years,37,1630105,2.27,"239,862,011,450",22994,Generation X,Low GDP,Low,12368
10366,Greece,2013,female,75+ years,13,659686,1.97,"239,862,011,450",22994,Silent,Low GDP,Low,12368
10367,Greece,2013,female,15-24 years,4,564219,0.71,"239,862,011,450",22994,Millenials,Low GDP,Low,12368
10368,Greece,2013,female,5-14 years,1,524573,0.19,"239,862,011,450",22994,Generation Z,Low GDP,Low,12368
10369,Greece,2013,male,5-14 years,0,549292,0.0,"239,862,011,450",22994,Generation Z,Low GDP,Low,12368
10370,Greece,2014,male,75+ years,71,487215,14.57,"237,029,579,261",22834,Silent,Low GDP,Low,12368
10371,Greece,2014,male,55-74 years,143,1149730,12.44,"237,029,579,261",22834,Boomers,Low GDP,Low,12368
10372,Greece,2014,male,35-54 years,165,1564680,10.55,"237,029,579,261",22834,Generation X,Low GDP,Low,12368
10373,Greece,2014,male,25-34 years,42,702789,5.98,"237,029,579,261",22834,Millenials,Low GDP,Low,12368
10374,Greece,2014,male,15-24 years,28,572505,4.89,"237,029,579,261",22834,Millenials,Low GDP,Low,12368
10375,Greece,2014,female,75+ years,20,674567,2.96,"237,029,579,261",22834,Silent,Low GDP,Low,12368
10376,Greece,2014,female,55-74 years,34,1280401,2.66,"237,029,579,261",22834,Boomers,Low GDP,Low,12368
10377,Greece,2014,female,35-54 years,42,1629438,2.58,"237,029,579,261",22834,Generation X,Low GDP,Low,12368
10378,Greece,2014,female,25-34 years,12,689746,1.74,"237,029,579,261",22834,Millenials,Low GDP,Low,12368
10379,Greece,2014,female,15-24 years,7,552323,1.27,"237,029,579,261",22834,Millenials,Low GDP,Low,12368
10380,Greece,2014,male,5-14 years,1,551030,0.18,"237,029,579,261",22834,Generation Z,Low GDP,Low,12368
10381,Greece,2014,female,5-14 years,0,526123,0.0,"237,029,579,261",22834,Generation Z,Low GDP,Low,12368
10382,Greece,2015,male,75+ years,70,495592,14.12,"195,541,761,243",18927,Silent,Low GDP,Low,12368
10383,Greece,2015,male,55-74 years,139,1157869,12.0,"195,541,761,243",18927,Boomers,Low GDP,Low,12368
10384,Greece,2015,male,35-54 years,147,1558791,9.43,"195,541,761,243",18927,Generation X,Low GDP,Low,12368
10385,Greece,2015,male,25-34 years,46,669357,6.87,"195,541,761,243",18927,Millenials,Low GDP,Low,12368
10386,Greece,2015,male,15-24 years,20,561302,3.56,"195,541,761,243",18927,Millenials,Low GDP,Low,12368
10387,Greece,2015,female,55-74 years,39,1294582,3.01,"195,541,761,243",18927,Boomers,Low GDP,Low,12368
10388,Greece,2015,female,25-34 years,17,662893,2.56,"195,541,761,243",18927,Millenials,Low GDP,Low,12368
10389,Greece,2015,female,35-54 years,36,1627797,2.21,"195,541,761,243",18927,Generation X,Low GDP,Low,12368
10390,Greece,2015,female,75+ years,12,683939,1.75,"195,541,761,243",18927,Silent,Low GDP,Low,12368
10391,Greece,2015,female,15-24 years,3,541528,0.55,"195,541,761,243",18927,Millenials,Low GDP,Low,12368
10392,Greece,2015,female,5-14 years,0,526126,0.0,"195,541,761,243",18927,Generation Z,Low GDP,Low,12368
10393,Greece,2015,male,5-14 years,0,551510,0.0,"195,541,761,243",18927,Generation Z,Low GDP,Low,12368
10394,Grenada,1985,male,55-74 years,1,3987,25.08,"167,728,444",1965,G.I. Generation,Low GDP,Low,38
10395,Grenada,1985,female,15-24 years,0,11725,0.0,"167,728,444",1965,Generation X,Low GDP,Low,38
10396,Grenada,1985,female,25-34 years,0,7124,0.0,"167,728,444",1965,Boomers,Low GDP,Low,38
10397,Grenada,1985,female,35-54 years,0,6880,0.0,"167,728,444",1965,Silent,Low GDP,Low,38
10398,Grenada,1985,female,5-14 years,0,11584,0.0,"167,728,444",1965,Generation X,Low GDP,Low,38
10399,Grenada,1985,female,55-74 years,0,5254,0.0,"167,728,444",1965,G.I. Generation,Low GDP,Low,38
10400,Grenada,1985,female,75+ years,0,1510,0.0,"167,728,444",1965,G.I. Generation,Low GDP,Low,38
10401,Grenada,1985,male,15-24 years,0,11604,0.0,"167,728,444",1965,Generation X,Low GDP,Low,38
10402,Grenada,1985,male,25-34 years,0,6933,0.0,"167,728,444",1965,Boomers,Low GDP,Low,38
10403,Grenada,1985,male,35-54 years,0,5919,0.0,"167,728,444",1965,Silent,Low GDP,Low,38
10404,Grenada,1985,male,5-14 years,0,11950,0.0,"167,728,444",1965,Generation X,Low GDP,Low,38
10405,Grenada,1985,male,75+ years,0,905,0.0,"167,728,444",1965,G.I. Generation,Low GDP,Low,38
10406,Grenada,1988,male,25-34 years,2,6700,29.85,"236,357,519",2707,Boomers,Low GDP,Low,38
10407,Grenada,1988,female,15-24 years,1,11700,8.55,"236,357,519",2707,Generation X,Low GDP,Low,38
10408,Grenada,1988,male,15-24 years,1,11900,8.4,"236,357,519",2707,Generation X,Low GDP,Low,38
10409,Grenada,1988,female,25-34 years,0,6700,0.0,"236,357,519",2707,Boomers,Low GDP,Low,38
10410,Grenada,1988,female,35-54 years,0,6400,0.0,"236,357,519",2707,Silent,Low GDP,Low,38
10411,Grenada,1988,female,5-14 years,0,12300,0.0,"236,357,519",2707,Generation X,Low GDP,Low,38
10412,Grenada,1988,female,55-74 years,0,5200,0.0,"236,357,519",2707,G.I. Generation,Low GDP,Low,38
10413,Grenada,1988,female,75+ years,0,2000,0.0,"236,357,519",2707,G.I. Generation,Low GDP,Low,38
10414,Grenada,1988,male,35-54 years,0,5900,0.0,"236,357,519",2707,Silent,Low GDP,Low,38
10415,Grenada,1988,male,5-14 years,0,12800,0.0,"236,357,519",2707,Generation X,Low GDP,Low,38
10416,Grenada,1988,male,55-74 years,0,4500,0.0,"236,357,519",2707,G.I. Generation,Low GDP,Low,38
10417,Grenada,1988,male,75+ years,0,1200,0.0,"236,357,519",2707,G.I. Generation,Low GDP,Low,38
10418,Grenada,1989,male,25-34 years,2,7029,28.45,"267,327,630",3268,Boomers,Low GDP,Low,38
10419,Grenada,1989,male,55-74 years,1,4485,22.3,"267,327,630",3268,G.I. Generation,Low GDP,Low,38
10420,Grenada,1989,male,35-54 years,1,6973,14.34,"267,327,630",3268,Silent,Low GDP,Low,38
10421,Grenada,1989,female,15-24 years,0,9000,0.0,"267,327,630",3268,Generation X,Low GDP,Low,38
10422,Grenada,1989,female,25-34 years,0,7050,0.0,"267,327,630",3268,Boomers,Low GDP,Low,38
10423,Grenada,1989,female,35-54 years,0,7261,0.0,"267,327,630",3268,Silent,Low GDP,Low,38
10424,Grenada,1989,female,5-14 years,0,11045,0.0,"267,327,630",3268,Generation X,Low GDP,Low,38
10425,Grenada,1989,female,55-74 years,0,5946,0.0,"267,327,630",3268,G.I. Generation,Low GDP,Low,38
10426,Grenada,1989,female,75+ years,0,1490,0.0,"267,327,630",3268,G.I. Generation,Low GDP,Low,38
10427,Grenada,1989,male,15-24 years,0,9251,0.0,"267,327,630",3268,Generation X,Low GDP,Low,38
10428,Grenada,1989,male,5-14 years,0,11332,0.0,"267,327,630",3268,Generation X,Low GDP,Low,38
10429,Grenada,1989,male,75+ years,0,943,0.0,"267,327,630",3268,G.I. Generation,Low GDP,Low,38
10430,Grenada,1990,male,35-54 years,1,6200,16.13,"278,098,778",3391,Silent,Low GDP,Low,38
10431,Grenada,1990,male,15-24 years,1,11600,8.62,"278,098,778",3391,Generation X,Low GDP,Low,38
10432,Grenada,1990,female,15-24 years,0,10500,0.0,"278,098,778",3391,Generation X,Low GDP,Low,38
10433,Grenada,1990,female,25-34 years,0,4900,0.0,"278,098,778",3391,Boomers,Low GDP,Low,38
10434,Grenada,1990,female,35-54 years,0,6600,0.0,"278,098,778",3391,Silent,Low GDP,Low,38
10435,Grenada,1990,female,5-14 years,0,11500,0.0,"278,098,778",3391,Generation X,Low GDP,Low,38
10436,Grenada,1990,female,55-74 years,0,5000,0.0,"278,098,778",3391,G.I. Generation,Low GDP,Low,38
10437,Grenada,1990,female,75+ years,0,1700,0.0,"278,098,778",3391,G.I. Generation,Low GDP,Low,38
10438,Grenada,1990,male,25-34 years,0,5500,0.0,"278,098,778",3391,Boomers,Low GDP,Low,38
10439,Grenada,1990,male,5-14 years,0,13200,0.0,"278,098,778",3391,Generation X,Low GDP,Low,38
10440,Grenada,1990,male,55-74 years,0,4400,0.0,"278,098,778",3391,G.I. Generation,Low GDP,Low,38
10441,Grenada,1990,male,75+ years,0,900,0.0,"278,098,778",3391,G.I. Generation,Low GDP,Low,38
10442,Grenada,1991,female,15-24 years,0,8300,0.0,"300,757,889",3650,Generation X,Low GDP,Low,38
10443,Grenada,1991,female,25-34 years,0,7100,0.0,"300,757,889",3650,Boomers,Low GDP,Low,38
10444,Grenada,1991,female,35-54 years,0,7300,0.0,"300,757,889",3650,Boomers,Low GDP,Low,38
10445,Grenada,1991,female,5-14 years,0,11800,0.0,"300,757,889",3650,Millenials,Low GDP,Low,38
10446,Grenada,1991,female,55-74 years,0,5600,0.0,"300,757,889",3650,Silent,Low GDP,Low,38
10447,Grenada,1991,female,75+ years,0,1900,0.0,"300,757,889",3650,G.I. Generation,Low GDP,Low,38
10448,Grenada,1991,male,15-24 years,0,8600,0.0,"300,757,889",3650,Generation X,Low GDP,Low,38
10449,Grenada,1991,male,25-34 years,0,7100,0.0,"300,757,889",3650,Boomers,Low GDP,Low,38
10450,Grenada,1991,male,35-54 years,0,7100,0.0,"300,757,889",3650,Boomers,Low GDP,Low,38
10451,Grenada,1991,male,5-14 years,0,12100,0.0,"300,757,889",3650,Millenials,Low GDP,Low,38
10452,Grenada,1991,male,55-74 years,0,4400,0.0,"300,757,889",3650,Silent,Low GDP,Low,38
10453,Grenada,1991,male,75+ years,0,1100,0.0,"300,757,889",3650,G.I. Generation,Low GDP,Low,38
10454,Grenada,1992,female,15-24 years,0,8589,0.0,"310,160,444",3713,Generation X,Low GDP,Low,38
10455,Grenada,1992,female,25-34 years,0,6770,0.0,"310,160,444",3713,Boomers,Low GDP,Low,38
10456,Grenada,1992,female,35-54 years,0,7503,0.0,"310,160,444",3713,Boomers,Low GDP,Low,38
10457,Grenada,1992,female,5-14 years,0,11972,0.0,"310,160,444",3713,Millenials,Low GDP,Low,38
10458,Grenada,1992,female,55-74 years,0,5922,0.0,"310,160,444",3713,Silent,Low GDP,Low,38
10459,Grenada,1992,female,75+ years,0,1675,0.0,"310,160,444",3713,G.I. Generation,Low GDP,Low,38
10460,Grenada,1992,male,15-24 years,0,8935,0.0,"310,160,444",3713,Generation X,Low GDP,Low,38
10461,Grenada,1992,male,25-34 years,0,6831,0.0,"310,160,444",3713,Boomers,Low GDP,Low,38
10462,Grenada,1992,male,35-54 years,0,7405,0.0,"310,160,444",3713,Boomers,Low GDP,Low,38
10463,Grenada,1992,male,5-14 years,0,12358,0.0,"310,160,444",3713,Millenials,Low GDP,Low,38
10464,Grenada,1992,male,55-74 years,0,4530,0.0,"310,160,444",3713,Silent,Low GDP,Low,38
10465,Grenada,1992,male,75+ years,0,1038,0.0,"310,160,444",3713,G.I. Generation,Low GDP,Low,38
10466,Grenada,1993,male,35-54 years,2,7569,26.42,"309,812,185",3632,Boomers,Low GDP,Low,38
10467,Grenada,1993,male,5-14 years,1,12833,7.79,"309,812,185",3632,Millenials,Low GDP,Low,38
10468,Grenada,1993,female,15-24 years,0,8793,0.0,"309,812,185",3632,Generation X,Low GDP,Low,38
10469,Grenada,1993,female,25-34 years,0,6771,0.0,"309,812,185",3632,Boomers,Low GDP,Low,38
10470,Grenada,1993,female,35-54 years,0,7675,0.0,"309,812,185",3632,Boomers,Low GDP,Low,38
10471,Grenada,1993,female,5-14 years,0,12426,0.0,"309,812,185",3632,Millenials,Low GDP,Low,38
10472,Grenada,1993,female,55-74 years,0,5863,0.0,"309,812,185",3632,Silent,Low GDP,Low,38
10473,Grenada,1993,female,75+ years,0,1785,0.0,"309,812,185",3632,G.I. Generation,Low GDP,Low,38
10474,Grenada,1993,male,15-24 years,0,9153,0.0,"309,812,185",3632,Generation X,Low GDP,Low,38
10475,Grenada,1993,male,25-34 years,0,6845,0.0,"309,812,185",3632,Boomers,Low GDP,Low,38
10476,Grenada,1993,male,55-74 years,0,4505,0.0,"309,812,185",3632,Silent,Low GDP,Low,38
10477,Grenada,1993,male,75+ years,0,1086,0.0,"309,812,185",3632,G.I. Generation,Low GDP,Low,38
10478,Grenada,1994,male,35-54 years,3,7798,38.47,"325,111,815",3735,Boomers,Low GDP,Low,38
10479,Grenada,1994,male,55-74 years,1,4475,22.35,"325,111,815",3735,Silent,Low GDP,Low,38
10480,Grenada,1994,female,15-24 years,0,9108,0.0,"325,111,815",3735,Generation X,Low GDP,Low,38
10481,Grenada,1994,female,25-34 years,0,6714,0.0,"325,111,815",3735,Boomers,Low GDP,Low,38
10482,Grenada,1994,female,35-54 years,0,7908,0.0,"325,111,815",3735,Boomers,Low GDP,Low,38
10483,Grenada,1994,female,5-14 years,0,12779,0.0,"325,111,815",3735,Millenials,Low GDP,Low,38
10484,Grenada,1994,female,55-74 years,0,5796,0.0,"325,111,815",3735,Silent,Low GDP,Low,38
10485,Grenada,1994,female,75+ years,0,1873,0.0,"325,111,815",3735,G.I. Generation,Low GDP,Low,38
10486,Grenada,1994,male,15-24 years,0,9469,0.0,"325,111,815",3735,Generation X,Low GDP,Low,38
10487,Grenada,1994,male,25-34 years,0,6811,0.0,"325,111,815",3735,Boomers,Low GDP,Low,38
10488,Grenada,1994,male,5-14 years,0,13189,0.0,"325,111,815",3735,Millenials,Low GDP,Low,38
10489,Grenada,1994,male,75+ years,0,1116,0.0,"325,111,815",3735,G.I. Generation,Low GDP,Low,38
10490,Grenada,1995,female,75+ years,1,1925,51.95,"342,172,519",3869,G.I. Generation,Low GDP,Low,38
10491,Grenada,1995,female,15-24 years,0,9465,0.0,"342,172,519",3869,Generation X,Low GDP,Low,38
10492,Grenada,1995,female,25-34 years,0,6605,0.0,"342,172,519",3869,Generation X,Low GDP,Low,38
10493,Grenada,1995,female,35-54 years,0,8208,0.0,"342,172,519",3869,Boomers,Low GDP,Low,38
10494,Grenada,1995,female,5-14 years,0,12981,0.0,"342,172,519",3869,Millenials,Low GDP,Low,38
10495,Grenada,1995,female,55-74 years,0,5697,0.0,"342,172,519",3869,Silent,Low GDP,Low,38
10496,Grenada,1995,male,15-24 years,0,9818,0.0,"342,172,519",3869,Generation X,Low GDP,Low,38
10497,Grenada,1995,male,25-34 years,0,6748,0.0,"342,172,519",3869,Generation X,Low GDP,Low,38
10498,Grenada,1995,male,35-54 years,0,8087,0.0,"342,172,519",3869,Boomers,Low GDP,Low,38
10499,Grenada,1995,male,5-14 years,0,13374,0.0,"342,172,519",3869,Millenials,Low GDP,Low,38
10500,Grenada,1995,male,55-74 years,0,4407,0.0,"342,172,519",3869,Silent,Low GDP,Low,38
10501,Grenada,1995,male,75+ years,0,1118,0.0,"342,172,519",3869,G.I. Generation,Low GDP,Low,38
10502,Grenada,1996,male,35-54 years,1,8361,11.96,"366,911,444",4087,Boomers,Low GDP,Low,38
10503,Grenada,1996,female,15-24 years,0,9655,0.0,"366,911,444",4087,Generation X,Low GDP,Low,38
10504,Grenada,1996,female,25-34 years,0,6572,0.0,"366,911,444",4087,Generation X,Low GDP,Low,38
10505,Grenada,1996,female,35-54 years,0,8520,0.0,"366,911,444",4087,Boomers,Low GDP,Low,38
10506,Grenada,1996,female,5-14 years,0,13158,0.0,"366,911,444",4087,Millenials,Low GDP,Low,38
10507,Grenada,1996,female,55-74 years,0,5623,0.0,"366,911,444",4087,Silent,Low GDP,Low,38
10508,Grenada,1996,female,75+ years,0,2028,0.0,"366,911,444",4087,G.I. Generation,Low GDP,Low,38
10509,Grenada,1996,male,15-24 years,0,10001,0.0,"366,911,444",4087,Generation X,Low GDP,Low,38
10510,Grenada,1996,male,25-34 years,0,6761,0.0,"366,911,444",4087,Generation X,Low GDP,Low,38
10511,Grenada,1996,male,5-14 years,0,13546,0.0,"366,911,444",4087,Millenials,Low GDP,Low,38
10512,Grenada,1996,male,55-74 years,0,4403,0.0,"366,911,444",4087,Silent,Low GDP,Low,38
10513,Grenada,1996,male,75+ years,0,1144,0.0,"366,911,444",4087,G.I. Generation,Low GDP,Low,38
10514,Grenada,2001,female,15-24 years,0,10721,0.0,"520,444,185",5693,Millenials,Low GDP,Low,38
10515,Grenada,2001,female,25-34 years,0,6365,0.0,"520,444,185",5693,Generation X,Low GDP,Low,38
10516,Grenada,2001,female,35-54 years,0,9567,0.0,"520,444,185",5693,Boomers,Low GDP,Low,38
10517,Grenada,2001,female,5-14 years,0,12126,0.0,"520,444,185",5693,Millenials,Low GDP,Low,38
10518,Grenada,2001,female,55-74 years,0,5345,0.0,"520,444,185",5693,Silent,Low GDP,Low,38
10519,Grenada,2001,female,75+ years,0,2224,0.0,"520,444,185",5693,Silent,Low GDP,Low,38
10520,Grenada,2001,male,15-24 years,0,11057,0.0,"520,444,185",5693,Millenials,Low GDP,Low,38
10521,Grenada,2001,male,25-34 years,0,6962,0.0,"520,444,185",5693,Generation X,Low GDP,Low,38
10522,Grenada,2001,male,35-54 years,0,9382,0.0,"520,444,185",5693,Boomers,Low GDP,Low,38
10523,Grenada,2001,male,5-14 years,0,12280,0.0,"520,444,185",5693,Millenials,Low GDP,Low,38
10524,Grenada,2001,male,55-74 years,0,4209,0.0,"520,444,185",5693,Silent,Low GDP,Low,38
10525,Grenada,2001,male,75+ years,0,1177,0.0,"520,444,185",5693,Silent,Low GDP,Low,38
10526,Grenada,2002,female,15-24 years,0,11062,0.0,"540,336,926",5879,Millenials,Low GDP,Low,38
10527,Grenada,2002,female,25-34 years,0,6490,0.0,"540,336,926",5879,Generation X,Low GDP,Low,38
10528,Grenada,2002,female,35-54 years,0,9715,0.0,"540,336,926",5879,Boomers,Low GDP,Low,38
10529,Grenada,2002,female,5-14 years,0,11760,0.0,"540,336,926",5879,Millenials,Low GDP,Low,38
10530,Grenada,2002,female,55-74 years,0,5229,0.0,"540,336,926",5879,Silent,Low GDP,Low,38
10531,Grenada,2002,female,75+ years,0,2297,0.0,"540,336,926",5879,Silent,Low GDP,Low,38
10532,Grenada,2002,male,15-24 years,0,11415,0.0,"540,336,926",5879,Millenials,Low GDP,Low,38
10533,Grenada,2002,male,25-34 years,0,7095,0.0,"540,336,926",5879,Generation X,Low GDP,Low,38
10534,Grenada,2002,male,35-54 years,0,9549,0.0,"540,336,926",5879,Boomers,Low GDP,Low,38
10535,Grenada,2002,male,5-14 years,0,11910,0.0,"540,336,926",5879,Millenials,Low GDP,Low,38
10536,Grenada,2002,male,55-74 years,0,4151,0.0,"540,336,926",5879,Silent,Low GDP,Low,38
10537,Grenada,2002,male,75+ years,0,1235,0.0,"540,336,926",5879,Silent,Low GDP,Low,38
10538,Grenada,2003,male,55-74 years,2,4120,48.54,"591,018,407",6385,Silent,Low GDP,Low,38
10539,Grenada,2003,male,35-54 years,2,9689,20.64,"591,018,407",6385,Boomers,Low GDP,Low,38
10540,Grenada,2003,female,15-24 years,0,11417,0.0,"591,018,407",6385,Millenials,Low GDP,Low,38
10541,Grenada,2003,female,25-34 years,0,6685,0.0,"591,018,407",6385,Generation X,Low GDP,Low,38
10542,Grenada,2003,female,35-54 years,0,9831,0.0,"591,018,407",6385,Boomers,Low GDP,Low,38
10543,Grenada,2003,female,5-14 years,0,11396,0.0,"591,018,407",6385,Millenials,Low GDP,Low,38
10544,Grenada,2003,female,55-74 years,0,5131,0.0,"591,018,407",6385,Silent,Low GDP,Low,38
10545,Grenada,2003,female,75+ years,0,2362,0.0,"591,018,407",6385,Silent,Low GDP,Low,38
10546,Grenada,2003,male,15-24 years,0,11805,0.0,"591,018,407",6385,Millenials,Low GDP,Low,38
10547,Grenada,2003,male,25-34 years,0,7278,0.0,"591,018,407",6385,Generation X,Low GDP,Low,38
10548,Grenada,2003,male,5-14 years,0,11564,0.0,"591,018,407",6385,Millenials,Low GDP,Low,38
10549,Grenada,2003,male,75+ years,0,1289,0.0,"591,018,407",6385,Silent,Low GDP,Low,38
10550,Grenada,2004,male,25-34 years,1,7482,13.37,"599,118,593",6428,Generation X,Low GDP,Low,38
